country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Poland,POL,2021-01-31,1176904.0,976367.0,200537.0,19973.0,67061.0,3.11,2.58,0.53,1772.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-01,1231716.0,998587.0,233129.0,54812.0,64961.0,3.25,2.64,0.62,1716.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-02,1342435.0,1053245.0,289190.0,110719.0,62425.0,3.55,2.78,0.76,1649.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-03,1461578.0,1117146.0,344432.0,119143.0,64761.0,3.86,2.95,0.91,1711.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-04,1566604.0,1171229.0,395375.0,105026.0,67081.0,4.14,3.09,1.04,1772.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-05,1617764.0,1193034.0,424730.0,51160.0,68098.0,4.27,3.15,1.12,1799.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-06,1641158.0,1200793.0,440365.0,23394.0,69175.0,4.34,3.17,1.16,1828.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-07,1656708.0,1206212.0,450496.0,15550.0,68543.0,4.38,3.19,1.19,1811.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-08,,,,,69071.0,,,,1825.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-09,1773715.0,1291569.0,482146.0,,61611.0,4.69,3.41,1.27,1628.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-10,,,,,60307.0,,,,1593.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-11,1993739.0,1413132.0,580607.0,,61019.0,5.27,3.73,1.53,1612.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,2020-12-28,4828.0,4828.0,,,,0.05,0.05,,,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2020-12-29,16701.0,16701.0,,11873.0,11873.0,0.16,0.16,,1164.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2020-12-30,26850.0,26850.0,,10149.0,11011.0,0.26,0.26,,1080.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2020-12-31,,,,,7770.0,,,,762.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-01,,,,,6149.0,,,,603.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-02,,,,,5177.0,,,,508.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-03,32000.0,32000.0,,,4529.0,0.31,0.31,,444.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-04,,,,,4360.0,,,,428.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-05,,,,,3141.0,,,,308.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-06,42035.0,42035.0,,,2169.0,0.41,0.41,,213.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-07,,,,,3983.0,,,,391.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-08,70000.0,70000.0,,,5796.0,0.69,0.69,,568.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-09,,,,,6347.0,,,,622.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-10,,,,,6898.0,,,,676.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-11,,,,,7155.0,,,,702.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-12,,,,,7412.0,,,,727.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-13,,,,,7668.0,,,,752.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-14,,,,,6406.0,,,,628.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-15,106000.0,106000.0,,,5143.0,1.04,1.04,,504.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-16,,,,,6571.0,,,,644.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-17,,,,,8000.0,,,,785.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-18,,,,,9429.0,,,,925.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-19,,,,,10857.0,,,,1065.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-20,,,,,12286.0,,,,1205.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-21,,,,,13714.0,,,,1345.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-22,212000.0,,,,15143.0,2.08,,,1485.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-23,232725.0,,,20725.0,15940.0,2.28,,,1563.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-24,,,,,15242.0,,,,1495.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-25,,,,,14545.0,,,,1426.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-26,263499.0,225499.0,38000.0,,13847.0,2.58,2.21,0.37,1358.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-27,278413.0,,,14914.0,13814.0,2.73,,,1355.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-28,296004.0,,,17591.0,14164.0,2.9,,,1389.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-29,315737.0,,,19733.0,14820.0,3.1,,,1453.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-30,330233.0,,,14496.0,13930.0,3.24,,,1366.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-01-31,336771.0,268386.0,68385.0,6538.0,13398.0,3.3,2.63,0.67,1314.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-01,338566.0,269814.0,68755.0,1795.0,12189.0,3.32,2.65,0.67,1195.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-02,,,,,11608.0,,,,1138.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-03,350945.0,275093.0,75852.0,,10362.0,3.44,2.7,0.74,1016.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-04,364211.0,279236.0,84975.0,13266.0,9744.0,3.57,2.74,0.83,956.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-05,,,,,8008.0,,,,785.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-06,379378.0,284462.0,94916.0,,7021.0,3.72,2.79,0.93,689.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-07,394088.0,290302.0,103786.0,14710.0,8188.0,3.86,2.85,1.02,803.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-08,395904.0,291378.0,104526.0,1816.0,8191.0,3.88,2.86,1.03,803.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-09,396371.0,291758.0,104613.0,467.0,7374.0,3.89,2.86,1.03,723.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-10,400190.0,294135.0,106055.0,3819.0,7035.0,3.92,2.88,1.04,690.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-11,436220.0,303142.0,133078.0,36030.0,10287.0,4.28,2.97,1.31,1009.0,"Moderna, Pfizer/BioNTech",National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Qatar,QAT,2020-12-22,0.0,,,,,0.0,,,,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-23,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-24,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-25,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-26,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-27,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-28,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-29,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-30,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2020-12-31,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-01,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-02,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-03,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-04,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-05,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-06,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-07,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-08,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-09,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-10,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-11,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-12,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-13,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-14,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-15,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-16,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-17,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-18,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-19,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-20,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-21,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-22,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-23,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-24,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-25,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-26,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-27,,,,,1351.0,,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Qatar,QAT,2021-01-28,50000.0,,,,1351.0,1.74,,,469.0,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/683467/If-Covid-cases-increase-more-restrictions-may-be-e
Romania,ROU,2020-12-28,2066.0,2066.0,,,,0.01,0.01,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2020-12-29,2778.0,2778.0,,712.0,712.0,0.01,0.01,,37.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2020-12-30,5666.0,5666.0,,2888.0,1800.0,0.03,0.03,,94.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2020-12-31,10289.0,10289.0,,4623.0,2741.0,0.05,0.05,,142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-01,11656.0,11656.0,,1367.0,2398.0,0.06,0.06,,125.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-02,13242.0,13242.0,,1586.0,2235.0,0.07,0.07,,116.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-03,13596.0,13596.0,,354.0,1922.0,0.07,0.07,,100.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-04,25508.0,25508.0,,11912.0,3349.0,0.13,0.13,,174.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-05,41609.0,41609.0,,16101.0,5547.0,0.22,0.22,,288.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-06,58554.0,58554.0,,16945.0,7555.0,0.3,0.3,,393.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-07,76400.0,76400.0,,17846.0,9444.0,0.4,0.4,,491.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-08,92706.0,92706.0,,16306.0,11579.0,0.48,0.48,,602.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-09,102301.0,102301.0,,9595.0,12723.0,0.53,0.53,,661.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-10,108294.0,108294.0,,5993.0,13528.0,0.56,0.56,,703.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-11,125190.0,125190.0,,16896.0,14240.0,0.65,0.65,,740.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-12,140447.0,140447.0,,15257.0,14120.0,0.73,0.73,,734.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-13,154268.0,154268.0,,13821.0,13673.0,0.8,0.8,,711.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-14,167612.0,167612.0,,13344.0,13030.0,0.87,0.87,,677.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-15,183669.0,183669.0,,16057.0,12995.0,0.95,0.95,,675.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-16,196090.0,196090.0,,12421.0,13398.0,1.02,1.02,,696.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-17,205060.0,204185.0,875.0,8970.0,13824.0,1.07,1.06,0.0,719.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-18,235239.0,233288.0,1951.0,30179.0,15721.0,1.22,1.21,0.01,817.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-19,270046.0,267424.0,2622.0,34807.0,18514.0,1.4,1.39,0.01,962.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-20,308384.0,302570.0,5814.0,38338.0,22017.0,1.6,1.57,0.03,1144.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-21,348096.0,338252.0,9844.0,39712.0,25783.0,1.81,1.76,0.05,1340.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
Romania,ROU,2021-01-22,385936.0,374681.0,11255.0,37840.0,28895.0,2.01,1.95,0.06,1502.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/11.02.21-Tabel-situatie-vaccinari-actualizat.pdf
